id,Name,Mon,Tues,Weds,Thurs,Fri,Sat,Sun,Address_1,Address_2,Address_3,Address_4,Address_5,Postcode,Tel,type,part_of
3642923,H C Grimstead,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,62 High Street,,,Ruislip,Middlesex,HA4 7AA,01895 623 000,funerals,The Co-operative Group
3642924,H C Grimstead,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,58 Swan Road,,,West Drayton,Middlesex,UB7 7JZ,01895 431 000,funerals,The Co-operative Group
3642925,H C Grimstead,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Tilbury House,Shepherds Lane,,Beaconsfield,Buckinghamshire,HP9 2DU,01494 672 668,funerals,The Co-operative Group
3642926,Hetherington,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,Buxton House,10A High Street,,Normanby,Middlesbrough,TS6 0JZ,01642 453 097,funerals,The Co-operative Group
3642927,H H Birch & Son Ltd,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,"Nab Wood Chapel Of Rest, Bingley Road",Nab Wood,,Shipley,West Yorkshire,BD18 4BG,01274 583 467,funerals,The Co-operative Group
3642928,Hilda House Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Dalby Way,Parkway Centre,,Coulby Newham,Middlesbrough,TS8 0TW,01642 596 600,funerals,The Co-operative Group
3642929,Holmes Of Dungannon,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,By Appointment,Tyrone House,2 Ballygawley Road,,Dungannon,Northern Ireland,BT70 1EL,028 87 752 212,funerals,The Co-operative Group
3642930,Horace Webster & Son Inc. E. Rudkin,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,By Appointment,By Appointment,2 Golden Terrace (Off Branch Road),Wortley,,Leeds,West Yorkshire,LS12 4RP,0113 231 1565,funerals,The Co-operative Group
3642931,Houston & Williamson,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,09:00 - 13:00,By Appointment,117 Crumlin Road,,,Belfast,Northern Ireland,BT14 6AD,028 90 743 540,funerals,The Co-operative Group
3642932,H Porter Funeral Directors,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,By Appointment,By Appointment,111A Bispham Road,,,Southport,Merseyside,PR9 7BJ,01704 212 714,funerals,The Co-operative Group
3642933,Hugh Wade & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,By Appointment,3 Upper Abbey Street,,,Coleraine,Northern Ireland,BT52 1BF,028 70 343 438,funerals,The Co-operative Group
3642934,Hw Carter Inc. W Harbottle,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,By Appointment,By Appointment,10 East End,,,Stokesley,North Yorkshire,TS9 5DP,01642 700 208,funerals,The Co-operative Group
3642935,H & W Harkess,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,12 Drum Street,,,Gilmerton,Edinburgh,EH17 8QH,0131 672 2720,funerals,The Co-operative Group
3642936,H & W Harkess,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,09:00 - 13:00,By Appointment,77 South Clerk Street,,,Newington,Edinburgh,EH8 9PP,0131 667 3636,funerals,The Co-operative Group
3642937,Muslim Funeral Service,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,199 Barkerend Road,,,Bradford,West Yorkshire,BD3 9AL,01274 720 833,funerals,The Co-operative Group
3642938,Jack S Bailey Funeral Directors,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,"Bingley Chapel Of Rest, Church Street",Bingley,,Bradford,West Yorkshire,BD16 2PU,01274 563 415,funerals,The Co-operative Group
3642939,Jackson & Starling Funeral Service,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,Marshall House,Midland Road,,North Walsham,Norfolk,NR28 9JR,01692 402 603,funerals,The Co-operative Group
3642940,James Brown & Sons,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,By Appointment,535 Lisburn Road,,,Belfast,Northern Ireland,BT9 7GQ,028 90 666 385,funerals,The Co-operative Group
3642941,James Brown & Sons,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,By Appointment,719 Upper Newtownards Road,,,Dundonald,Northern Ireland,BT4 3NU,028 90 487 799,funerals,The Co-operative Group
3642942,James Brown & Sons,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,10:00 - 17:00,300 Newtownards Road,,,Belfast,Northern Ireland,BT4 1HF,028 90 451 021,funerals,The Co-operative Group
3642943,James Hughes & Son,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,By Appointment,By Appointment,Old Chapel,Glanrafon Road,,Mold,Flintshire,CH7 1PA,01352 700266,funerals,The Co-operative Group
3642944,James Mcdonald Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,57 Evan Street,,,Stonehaven,Aberdeenshire,AB39 2HR,01569 763 283,funerals,The Co-operative Group
3642945,James Summers & Son,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,Lavernock Court Funeral Home,Lavernock Road,,Penarth,Vale Of Glamorgan,CF64 5UP,029 2070 5687,funerals,The Co-operative Group
3642946,James Summers & Son,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,10 Merthyr Road,,,Whitchurch,Cardiff,CF14 1DG,0292 061 8294,funerals,The Co-operative Group
3642947,James Summers & Son,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,By Appointment,By Appointment,Roath Court Funeral Home,Newport Road,,,Cardiff,CF24 1XP,029 2048 4506,funerals,The Co-operative Group
3642948,F. Jempson & Son,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,38 High Street,,,Battle,East Sussex,TN33 0EA,01424 772 029,funerals,The Co-operative Group
3642949,V R Jennings,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,By Appointment,By Appointment,32 Arlesey Road,Ickleford,,Hitchin,Hertfordshire,SG5 3UU,01462 450 647,funerals,The Co-operative Group
3642950,J. Ivor Griffiths,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,20 Caemawr Road,,,Morriston,Swansea,SA6 7DX,01792 771 549,funerals,The Co-operative Group
3642951,John Fairest,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,By Appointment,By Appointment,152 Abbey Lane,,,Sheffield,South Yorkshire,S8 0BQ,0114 274 5244,funerals,The Co-operative Group
3642952,John Fairest Funeral Home,08:30 - 20:00,08:30 - 20:00,08:30 - 20:00,08:30 - 20:00,08:30 - 20:00,09:00 - 12:00,By Appointment,10/56 Penistone Road North,Wadsley Bridge,,Sheffield,South Yorkshire,S6 1LQ,0114 234 3129,funerals,The Co-operative Group
3642953,John Gray & Co,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,138 High Street,,,Holywood,Northern Ireland,BT18 9HW,028 90 424 853,funerals,The Co-operative Group
3642954,John Gray & Co,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,By Appointment,80 Central Avenue,,,Bangor,Northern Ireland,BT20 3AU,028 91 271 148,funerals,The Co-operative Group
3642955,John Moore Funeral Directors And Monumental Consultants,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,1 Town Gate,Wyke,,Bradford,West Yorkshire,BD12 9NT,01274 678 796,funerals,The Co-operative Group
3642956,John Johnson & Sons Funeral Home,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,22 Madeley Street,,,Tunstall,Stoke-On-Trent,ST6 5AT,01782 837832,funerals,The Co-operative Group
3642957,B Johnson & Sons Funeral Services,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,169 Liverpool Road,Cadishead,,Manchester,Greater Manchester,M44 5XH,0161 775 2173,funerals,The Co-operative Group
3642958,John Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,178 Warwick Road,,,Kenilworth,Warwickshire,CV8 1HU,01926 854 261,funerals,The Co-operative Group
3642959,John Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,9 St. Johns,,,Warwick,Warwickshire,CV34 4NE,01926 490 780,funerals,The Co-operative Group
3642960,John Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,30 Regent Street,,,Rugby,Warwickshire,CV21 2PS,01788 540 955,funerals,The Co-operative Group
3642961,John Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,1-3 Russell Terrace,,,Leamington Spa,Warwickshire,CV31 1EZ,01926 426 052,funerals,The Co-operative Group
3642962,Joseph Poots & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,By Appointment,42 Bridge Street,,,Portadown,Northern Ireland,BT63 5AE,028 38 352 154,funerals,The Co-operative Group
3642963,Joseph Sheard Ltd,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,8 Nettleton Road,,,Mirfield,West Yorkshire,WF14 9AA,01924 492 219,funerals,The Co-operative Group
3642964,J & W Goudie,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 12:30,By Appointment,10-12 Maxwellton Street,,,Paisley,Renfrewshire,PA1 2UA,0141 889 5285,funerals,The Co-operative Group
3642965,Kettle Funeral Directors & Monumental Masons,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,110 Kidgate,,,Louth,Lincolnshire,LN11 9BX,01507 600 710,funerals,The Co-operative Group
3642966,Kettle Funeral Directors & Monumental Masons,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,135 Granville Street,,,Grimsby,North East Lincolnshire,DN32 9PB,01472 355 395,funerals,The Co-operative Group
3642967,Kilpatricks Funeral Service,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,634 Halifax Road,,,Littleborough,Lancashire,OL16 2SQ,01706 374 461,funerals,The Co-operative Group
3642968,Kirkham Funerals,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,By Appointment,By Appointment,278 Fylde Road,Ashton,,Preston,Lancashire,PR2 2NJ,01772 735 713,funerals,The Co-operative Group
3642969,K. L. Richards,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,17 Crythan Road,Melyn,,Neath,Neath Port Talbot,SA11 1TB,01639 642 142,funerals,The Co-operative Group
3642970,K L Richards Of Britonferry,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,St Thomas Funeral Home,Briton Ferry,,Neath,Neath Port Talbot,SA11 2ST,01639 823 382,funerals,The Co-operative Group
3642971,Laithwaite Brothers Funeral Services,08:30 - 17:00,08:30 - 16:45,08:30 - 16:45,08:30 - 16:45,08:30 - 16:45,By Appointment,By Appointment,15 Eccles Old Road,Salford,,Manchester,Greater Manchester,M6 7DE,0161 736 1414,funerals,The Co-operative Group
3642972,Lansdowne Funeral Home,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,By Appointment,By Appointment,157 Kenyon Lane,Moston,,Manchester,Greater Manchester,M40 9DJ,0161 683 4334,funerals,The Co-operative Group
3642973,Leech's Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,95 Princess Road,Moss Side,,Manchester,Greater Manchester,M14 4TH,0161 226 5111,funerals,The Co-operative Group
3642974,A & E Leese Funeral Home,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,1 Scotia Road,,,Burslem,Stoke-On-Trent,ST6 4EW,01782 837750,funerals,The Co-operative Group
3642975,L. F. Lintott & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,North Street,,,Midhurst,West Sussex,GU29 9DG,01730 813 264,funerals,The Co-operative Group
3642976,B Littler & Sons,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,278 Lower Broughton Road,Salford,,Manchester,Greater Manchester,M7 2LA,0161 792 4108,funerals,The Co-operative Group
3642977,A. & E. Longhurst,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,21 Kingston Road,,,Ewell,Surrey,KT17 2DX,020 8393 1077,funerals,The Co-operative Group
3642978,Long Stratton & District Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Flint House,Ipswich Road,,Long Stratton,Norfolk,NR15 2TA,01508 531 806,funerals,The Co-operative Group
3642979,D.H. Maccabe Funeral Service,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,91 Houghton Road,Thurnscoe,,Rotherham,South Yorkshire,S63 0JX,01709 893 152,funerals,The Co-operative Group
3642980,Maddaford Funeral Services,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 16:00,By Appointment,By Appointment,48 St Thomas Road,,,Launceston,Cornwall,PL15 8DB,01566 775 740,funerals,The Co-operative Group
3642981,Marsh & Son Funeral Home,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,36 Friarswood Road,,,Newcastle-Under-Lyme,Staffs,ST5 2EG,01782 717019,funerals,The Co-operative Group
3642982,Maslin Funeral Service,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,118A High Street,Wootton Bassett,,Swindon,Wiltshire,SN4 7AU,01793 848 700,funerals,The Co-operative Group
3642983,Maurice Leach & Son,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,Oaklands,149 Skipton Road,,Keighley,West Yorkshire,BD21 3BG,01535 604 818,funerals,The Co-operative Group
3642984,R Mcdougall Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,"Sefton House, 39 Almonds Green",West Derby,,Liverpool,Merseyside,L12 5HP,0151 226 4433,funerals,The Co-operative Group
3642985,R Mcdougall Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,213 Breck Road,,,Liverpool,Merseyside,L5 6PT,0151 263 4380,funerals,The Co-operative Group
3642986,J Mcguire Funeral Service,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,Linley House,177 Gidlow Lane,,Wigan,Lancashire,WN6 7BP,01942 825 554,funerals,The Co-operative Group
3642987,Mckenna Funeral Directors,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,By Appointment,By Appointment,The Warren Funeral Home,Broadfield Drive,,Leyland,Lancashire,PR25 1DL,01772 453 727,funerals,The Co-operative Group
3642988,Mckenna Funeral Directors,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,54-56 Meadow Street,,,Preston,Lancashire,PR1 1TR,01772 251 694,funerals,The Co-operative Group
3642989,Mckenzie & Millar,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,649 Ferry Road,,,Drylaw,Edinburgh,EH4 2TX,0131 332 1234,funerals,The Co-operative Group
3642990,Mckenzie & Millar,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,09:00 - 13:00,By Appointment,83-89 Great Junction Street,,,Leith,Edinburgh,EH6 5HZ,0131 554 6174,funerals,The Co-operative Group
3642991,Mckenzie & Millar,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,177 Piersfield Terrace,Piershill,,Edinburgh,Edinburgh,EH8 7BR,0131 657 1786,funerals,The Co-operative Group
3642992,Mclays/Wylie & Lochhead,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 12:30,By Appointment,4 Crossveggate Estate,,,Milngavie,Glasgow,G62 6RA,0141 956 2373,funerals,The Co-operative Group
3642993,Meridian Funeral Services,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,By Appointment,By Appointment,252 Havant Road,Drayton,,Portsmouth,Hampshire,PO6 1PA,023 9222 1299,funerals,The Co-operative Group
3642994,Mj Brookfield,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 16:00,By Appointment,By Appointment,73-75 Shakespeare Street,,,Southport,Merseyside,PR8 5AJ,01704 532 106,funerals,The Co-operative Group
3642995,Moisters Funeral Directors,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,By Appointment,By Appointment,8 Station Road,Ainsdale,,Southport,Merseyside,PR8 3HS,01704 575 282,funerals,The Co-operative Group
3642996,Moisters Funeral Directors,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,By Appointment,By Appointment,8 Marshside Road,Churchtown,,Southport,Merseyside,PR9 8PF,01704 227 430,funerals,The Co-operative Group
3642997,Moisters Of Southport Ltd,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 16:00,By Appointment,By Appointment,25A Sefton Street,,,Southport,Merseyside,PR8 6SG,01704 501 501,funerals,The Co-operative Group
3642998,Mulhollands Of Larne,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,1 Exchange Road,,,Larne,County Antrim,BT40 1RX,028 2827 3333,funerals,The Co-operative Group
3642999,Mulhollands Of Carrickfergus,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,08:30 - 13:00,By Appointment,39-41 Irish Quarter South,,,Carrickfergus,Northern Ireland,BT38 8BL,028 93 351 585,funerals,The Co-operative Group
3643000,Mummery,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,09:00 - 12:00,By Appointment,29-31 Devonshire Road,,,Bexhill-On-Sea,East Sussex,TN40 1AH,01424 730 418,funerals,The Co-operative Group
3643001,Mummery,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,29 Ninfield Road,Sidley,,Bexhill-On-Sea,East Sussex,TN39 5AE,01424 218 704,funerals,The Co-operative Group
3643002,Oliver Evans & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,125 Priory Street,,,Carmarthen,Carmarthenshire,SA31 1NB,01267 236 226,funerals,The Co-operative Group
3643003,Palmers Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,45 High Street,,,Budleigh Salterton,Devon,EX9 6LE,01395 442 252,funerals,The Co-operative Group
3643004,Palmers Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,43 Rolle Street,,,Exmouth,Devon,EX8 2RS,01395 222 333,funerals,The Co-operative Group
3643005,Paragon Funeral Service,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,By Appointment,By Appointment,Water Street,Pen Y Groes,,Caernarfon,Gwynedd,LL54 6LR,01286 881 565,funerals,The Co-operative Group
3643006,Paul Dainton Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 16:30,By Appointment,By Appointment,"Church View, 76 St Helens Road",Pennington,,Leigh,Lancashire,WN7 4HW,01942 269 555,funerals,The Co-operative Group
3643007,E. I. Peake,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,"Wesley Funeral Home, 87 Hanbury Road",Pontnewynydd,,Pontypool,Torfaen,NP4 6PD,01495 763 844,funerals,The Co-operative Group
3643008,Pearson Collinson,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 12:00,By Appointment,87-91 Allerton Road,,,Liverpool,Merseyside,L18 2DD,0151 722 1514,funerals,The Co-operative Group
3643009,Pearson Collinson,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,255 Speke Road,Hunts Cross,,Liverpool,Merseyside,L25 0NN,0151 448 0808,funerals,The Co-operative Group
3643010,S. Pedley Funeral Directors,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,By Appointment,By Appointment,"Hallcroft, 46 Haworth Road",Cross Roads,,Keighley,West Yorkshire,BD22 9DL,01535 642 000,funerals,The Co-operative Group
3643011,Penclawdd Funeral Services,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,By Appointment,By Appointment,3 Bellevue,,,Penclawdd,Swansea,SA4 3YE,01792 851 150,funerals,The Co-operative Group
3643012,Perring Funeral Services,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,West Lodge,Townstal,,Dartmouth,Devon,TQ6 9LR,01803 832 977,funerals,The Co-operative Group
3643013,Perring Funeral Services,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Stoneleigh,Western-By-Pass,,Totnes,Devon,TQ9 5SS,01803 862 417,funerals,The Co-operative Group
3643014,J & G Perrott Funeral Services,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,By Appointment,By Appointment,15 Duncombe Street,,,Kingsbridge,Devon,TQ7 1LR,01548 852 302,funerals,The Co-operative Group
3643015,Peter Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Haysel House,Station Road,,Holt,Norfolk,NR25 6BS,01263 711 992,funerals,The Co-operative Group
3643016,Peter Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,3A Corbet Avenue Shopping Centre,Corbet Avenue,,Sprowston,Norfolk,NR7 8HN,01603 416 364,funerals,The Co-operative Group
3643017,Peter Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,196 Norwich Road,New Costessey,,Norwich,Norfolk,NR5 0EX,01603 742 484,funerals,The Co-operative Group
3643018,Peter Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,40 Boundary Road,,,Norwich,Norfolk,NR6 5HZ,01603 409 000,funerals,The Co-operative Group
3643019,Peter Taylor Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,85 Unthank Road,,,Norwich,Norfolk,NR2 2PE,01603 760 787,funerals,The Co-operative Group
3643020,Philip Goode,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Castle Street,,,Abergavenny,Monmouthshire,NP7 5EE,01873 853 151,funerals,The Co-operative Group
3643021,Philip Tomlins Funeral Directors,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,By Appointment,By Appointment,37 Bromyard Terrace,St Johns,,Worcester,Worcestershire,WR2 5BW,01905 422 666,funerals,The Co-operative Group
3643022,Philip Tomlins,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,36-37 The Leys,,,Evesham,Worcestershire,WR11 3AP,01386 765 133,funerals,The Co-operative Group
3643023,Pimm Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Dorset House,High Street,,Cranleigh,Surrey,GU6 8RL,01483 274 079,funerals,The Co-operative Group
3643024,Pimms Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Charters',Mary Road,,Guildford,Surrey,GU1 4QX,01483 567 394,funerals,The Co-operative Group
3643025,H. Pitman & Son,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,40 Milton Road,,,Weston-Super-Mare,North Somerset,BS23 2SL,01934 622 738,funerals,The Co-operative Group
3643026,Pools,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,St. James Street,,,Wetherby,West Yorkshire,LS22 6RS,01937 587 284,funerals,The Co-operative Group
